s,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N
663,0.5052480093944001,0.61886628649551,0.5103347963061511,0.4048661130503492,0.7393034538593335,-0.4921652774014796,0.3219002503696609,2.2152112117630613,-0.22183763158600306,0.44411652029493337,0.35601167677469836,-0.11630946433387207,1.4096903810906967,-0.21905863736578285,0.03635451440842582,-0.17376130011706656,-0.006067472304693132,1.2026421462149404,1.0349184682433337,-0.1818011876017737,0.728434043400895,0.3556172414825177,0.1408454836269213,0.9575389687707553,0.264734681120762,0.819198788386429,0.23925243365415733,-0.07641321705045456,0.5755356152225749,0.3313663930703589,0.9628558360164065,0.7272825445150249,-0.7073085317699235,-1.0161261860874038,-0.9282883475641264,-0.8472856760816555,-0.05429191831133125,-0.3831368942889226,0.07597891936375384,0.2269726685977691,-0.31276201246071356,-0.07875656196946632,0.8282054787749193,0.4178700726383436,-0.42233965053747974,1.3941406012582687,0.6263644755151917,0.302582929853974,1.2830783357590214,0.4211506813518717,0.8306891903905864,-0.08164135962242657,0.3503182660057781,-0.6115939595415352,-0.34649998749892497,-0.1991360086740692,-0.12701132913896485,0.1337361773379831,-0.4762055390464681,-0.09967429498241616,-0.6331895295270434,-0.3517992440302411,-1.070122413148197,-0.5564152184992381,-1.2861092333409139,-0.5989528238281289,-0.13492000293582396,-1.5630160501708528,-0.3809187288825988,-0.8073509174726866,-0.6115939595415352,-0.8264933456196615,0.7424623828358461,0.06571605583735424,-0.9010950181822482,-0.06551735583790032,1.1323629016410273
664,0.7491974553305359,0.9190043389779867,0.46953005066527137,0.1801287798902071,0.1633615536931004,-0.43148575103288067,-0.07662608822626316,2.174496081875363,-0.18815887138263046,0.256662140511787,0.5118205581770165,-0.016827152818072573,1.1895233856803806,-0.2635605488957538,0.33690680537367873,-0.19147630323692674,0.06964646035709968,1.0490152043926186,1.3458216353207122,-0.18362910827076112,0.42722687979656204,0.028727399774346827,0.3054186689243653,0.7058356141165314,0.3189570599230247,0.6930167536532168,0.02887428903955428,0.029117402928997987,0.6747079990248773,0.6058118163635363,0.9702118942285554,0.5474524701857229,-0.6968792987190557,-1.077941149606946,-0.9581923978763631,-0.9357269428698057,-0.23136150917131065,-0.4785121533136749,0.15055911539152536,0.41726452713278855,-0.1363126085212413,-0.20246454899234184,0.7309912424285019,0.27024929819818405,-0.31310857561118305,0.9387078684438562,0.6463493818137631,-0.11815643566894865,1.462076244976944,0.03521730201496032,0.7753806547594894,-0.35382875421788523,-0.19711450942734277,-0.7123014944943892,-0.423438292317846,-0.3236853875133482,-0.012587488143117219,0.04464507624291293,-0.18920467959444542,-0.13240829911363275,-0.7974482105395574,-0.4333000413415609,-1.1116328319861593,-0.3617605546985122,-1.5820551250083388,-0.5837107030452019,-0.134919133072797,-1.0798419492748064,-0.15129777057538774,-0.7486559139443458,-0.7123014944943892,-1.0843243674492462,0.5645381722703732,0.13035223147328243,-0.86330643820832,-0.3252405856631845,1.077974321403637
665,0.6105180965198685,0.8794699348224371,0.10633770922889839,0.06868824103747355,0.3193148197544973,-0.7304459371344647,-0.22877500503859122,2.0718423969130284,-0.37430417324552995,0.2485180848206161,0.4084727973793604,-0.3753354919737978,0.9962289612777275,0.30505617587870787,0.01483041482442763,-0.2868006777310204,-0.13057561230519188,0.8621889058928387,1.2912621758766802,-0.2794282581243684,0.3634546645159763,-0.2892543274720922,0.11128732666242595,0.5237243179420045,0.11292872221640128,0.48453841542354575,-0.15340025864532175,-0.21039488099173806,0.4116536917472513,-0.060811067718067754,0.7267931142855034,0.3881869640179702,-0.8231281000141399,-1.3589297975996957,-0.8159504043777865,-1.282345097053276,-0.40418912152084796,-0.5607336589311496,-0.17739264109006897,0.35578979849797737,-0.16017753003442925,-0.39488348451652505,0.6760172791744827,0.39400596893563716,-0.4359835932286327,1.0965262922534431,0.5001653477084071,0.12689243049062102,1.3368778871500078,-0.14724222998800454,0.7984266319854975,-0.1938238740480113,-0.24537965366653577,-0.6608627483424735,-0.4112543892499484,-0.4499037874411031,-0.06797576790179981,0.47950392508429324,-0.6633728580006898,0.15674026589403006,-0.3770671736386638,0.10622864112935076,-1.064358271338857,-0.4001619845728403,-0.8944573758364858,-0.739104875609254,0.3233353063280808,-1.0974373417367556,-0.36315929497073224,-0.7147080462500881,-0.6608627483424735,-0.38762364996822246,0.33623131628982755,0.060190138032232825,-0.8247173106473814,-0.3736771595335456,1.0332753906282224
666,0.6810845049071089,0.6905282108372819,0.0011010398773469688,-0.15370537894140027,0.33256266924517996,-0.4775111934582581,-0.10941355150520274,1.9360415064038945,-0.5507553504091166,0.6428201447934778,0.22330373433713682,-0.21701476204400952,0.9221795788441876,-0.22576704025160613,-0.3156005424582558,-0.5679145282328864,-0.2992903095553915,0.777388061360839,1.1934305532662837,-0.762833710657694,0.505381582997131,-0.06481526469486912,0.055358701374347674,0.15622947520631264,-0.22648107310696458,0.6145023044438643,-0.08793252241342185,-0.3162568748078444,0.29876194367180764,0.27385985887158976,0.6137961039031954,0.1284797234046321,-0.7735447991182538,-1.2860711608011182,-1.064465809497106,-1.1427515237182948,-0.2128284437899423,-0.6004956654390681,-0.31670057716535516,-0.16504046962636798,-0.5471144707450419,-0.6356071415037007,0.7147779224961939,-0.3719247415010448,-0.9166325356666898,0.7437910486633906,0.7238997263596154,0.19406376907165357,1.115042605604069,0.07184202093482041,0.6638975243326537,-0.22277140870381798,-0.6520092571697037,-0.818266051588315,-0.6773788968661253,-0.6731101747602776,-0.2926321249936105,0.3563396784477241,-0.7079928403906871,-0.38403015627429854,-1.082742174514944,-0.7733232567137285,-1.5187507412337344,-0.7552387376887886,-1.3292426542068903,-0.7021623237914285,-0.49608074512668776,-1.7511379035724548,-0.2530297609758353,-0.36134571610044136,-0.818266051588315,-1.0058215099071885,0.6111139097821187,0.25645863794478885,-0.6442297613079913,0.1966834312262411,0.6690860513578356
667,0.35342887393664124,0.7566374819111162,-0.20424806815088134,-0.18643561927396948,-0.028133508270051948,-0.39756851724157005,-0.15981259925664285,1.9992338866516213,-0.6358789547869473,0.16833162785472797,0.33939719264276114,-0.3569413284424551,0.7357942492849634,-0.34952667085440253,-0.2800666566517164,-0.5965393344039684,-0.5040189751537616,0.6657442925554169,1.003193185504985,-0.6406241450226539,0.6600814088549983,-0.17527814669469918,0.2610868777513152,0.027396666424334127,-0.19130556584602834,0.5078548237235108,-0.20851334537140973,-0.3522694045078512,0.3535856536283454,0.11282499400820159,0.1524966176058784,-0.06219594760911633,-0.8475406770765801,-1.37524000578563,-1.0321051067479683,-1.178365685651075,-0.4597907740444914,-0.7475970636047835,-0.43538213371062323,0.04115445803400853,-0.44400780395768275,-0.637039415677062,0.8003203553216806,-0.10549910945265181,-0.8712867140362974,0.7964209735471187,0.5817420203664747,0.07346687993225724,1.2002879540192333,-0.13196691791270942,0.6471033114843178,-0.2921882035056041,-0.3695737984637595,-1.0543801165638305,-0.7678237449146827,-0.7290014035349371,-0.35397497427945773,0.3809475489263193,-0.44392153717751254,-0.47464962553999723,-1.0226279255352402,-0.2645976800648963,-1.3754331755678197,-0.6412782727626615,-1.197744118025813,-0.29849015780647814,-0.5021675373922178,-1.424011597280004,0.04658951714644589,-0.3258315217822393,-1.0543801165638305,-1.0226132403398063,0.6953762042499991,0.14434250381610247,-0.6696039352573337,0.13367713584915655,1.0408142723730454
668,0.5769450349555741,0.381747885258939,-0.4900710964685987,-0.47361237745479656,-0.060951011765904,-0.7890463892713875,-0.4362830246974051,1.8034805676487136,-0.72815237371256,0.14763349541483442,0.30301919981492353,-0.613611232441013,0.3133693237863988,-0.4893396781724411,-0.6438267908413581,-0.6289454990420569,-0.6216085776676514,0.5191450130792157,0.9727533987726384,-0.7962825132635415,0.30246313356604015,-0.5182734711787303,-0.00784480143938898,-0.15785204312577883,-0.2743533417546105,0.15912415799881513,-0.5337275864864035,-0.5053962436199811,0.050636423011346014,-0.2908113552842445,0.14023821602482953,-0.16697016323873756,-0.9050830731145012,-1.5727605010139538,-0.8193901121948156,-1.451792807953511,-0.6168587127394378,-0.8960416768846411,-0.5754355854500236,-0.11602252869865554,-0.041559622008634674,-0.932791096957395,0.5258916283557004,-0.12867072495418838,-0.6142706341828844,0.582322746908058,0.7081919946134718,0.052568399176364064,1.1479423036942242,-0.4112458300488524,0.7316793278838952,-0.23698293367770884,-0.6675717672749385,-0.8547354907890807,-0.08824566681182448,-0.9298139771243381,-0.18270676502441544,0.8083545509707982,-0.6953057233024873,-0.16463460977945998,-0.8231606846417547,-0.24818131869238805,-1.326706684029236,-0.5098883896258526,-0.6739791145302452,-0.3781292080607746,-0.0921240786916236,-1.167881239894944,0.004508166043124584,-0.4915165571644451,-0.8547354907890807,-1.020834976230206,0.428349740746288,0.14234938693897262,-0.5100816297128039,-0.16816925344002787,1.034111015982787
669,0.6145348603530112,0.41951629710177246,0.2345444481593005,0.22422675092422445,0.39179841211700644,0.9510553595600679,0.8695365711659118,2.181984543417382,-0.1894650281657393,0.4565415919191357,0.35761493318226056,0.22083991435520528,1.9702213972012814,0.630548451709658,-0.11602783210077021,-0.4947787138749516,0.045754824806817446,1.769438730983977,2.5231596594729413,-0.4518352004275638,0.6541753183188773,1.1261093172365755,1.1987919612917564,-0.16648401926446407,-0.4959501182556591,0.821737447586385,0.9178731946916254,-0.031816241688300086,0.3623629559095213,1.223322054434442,1.4156066779935708,0.04167487296962074,-0.6356871697979172,-0.30011505734424015,-0.8044722781745195,-0.5265054101546306,0.3299699749704217,-0.02700323911606188,0.11676657193019857,0.6235753192627329,0.2315582771868154,0.4993561298985838,1.6542247054529957,-0.27412869461849604,-1.6879194796103751,1.8918073843378709,0.5286860325918269,-0.08505611839896826,0.5015126613030474,-0.22600388326220539,0.3624774432529785,0.9476933953309045,-0.179291888156749,-1.1536173503643867,-1.6926879768909693,-1.2159362083283423,-0.6044513361143544,1.4160365654059088,-1.5430875395816526,-0.9725319137801202,-2.069301534812451,-1.0857408020518124,-1.9973659743800847,-1.3796499516263132,-1.0288267976900685,-0.2741206066419185,-0.15840432091690776,0.007612575438560691,0.3304320530701375,0.4469202090531204,-1.1536173503643867,0.8421715332288283,-0.5192319457429003,0.1929892433381489,-0.36128608732592277,0.5199280462274863,0.1704430132554742
670,0.520286635683072,0.3818865285449557,-0.040044689053528516,-0.4215387663983554,-0.22972873279755196,0.5292488981594506,0.24712827443245705,1.9923335710972887,-0.264567109011636,-0.010591781573608825,0.25302225419413554,-0.014354676203810871,1.7383877652740676,-0.06556464054805616,-0.6148460977171537,-0.6785991366517962,-0.43769031524743385,1.524655162201556,1.3370235498180196,-0.7310458411949912,0.6032826832928048,0.6473434422931537,0.9803026350132199,-0.4264630829946712,-0.7259234098495154,0.4621319549817891,0.650879890068465,-0.24548701712030105,0.09660664405928741,0.7923842615838379,0.5199019449949611,-0.43368137313494404,-0.7745542173090011,-1.145938031123885,-1.2222013904206013,-1.1491969034287146,-0.03170064542150121,-0.6359956688057912,-0.5983949270829957,0.034186414233965484,0.4003663157151401,0.005735273476519776,1.3812747067880544,-0.6264612479072195,-1.7295221898323696,1.4822284745499592,0.5189014025349615,-0.7223929632492846,0.514730981346382,-0.3768763723480962,0.3532752771372309,1.0599813650276075,-0.5689184728935158,-1.606954552717795,-0.8106830881400547,-1.6271803386555181,-0.6561184702105779,1.1823367550859691,-1.3302721377839455,-1.0733611086822348,-1.9029281704757846,-0.345245212302391,-2.0368305061766487,-1.290757350686194,-1.3837170677253785,-0.14549392361532776,-0.07700487275350044,-0.3848658961204572,0.3535696331069324,-0.012962149122930922,-1.606954552717795,0.49640957955134546,-0.5871041782208154,0.5190405096389947,-0.1250280466230111,0.5191954171913684,0.026905515111559482
671,0.405757742282754,0.24791813971385718,0.06568245652943022,-0.29670557338786635,-0.11260146992074736,-0.0506606083175125,1.430824623397488,1.9600811396851405,-0.006314240550541861,0.14919614699117748,0.1910688040522473,-0.06743349734878,1.3142272633834349,0.23209779752051585,-0.4705166669978118,-0.5816923561092429,-0.36088001391902846,1.7049994541923057,1.4707910784497114,-0.7274285632198254,0.5805137569948258,0.865192370514898,1.0283176385812285,-0.49235265510145326,-0.7755487121866212,0.3340536300830746,1.7650038365063725,-0.18818896120968462,0.09385042865636835,0.7072467861594792,1.2007302517422895,-0.27804202933844957,-0.8004625414666471,-1.1191640801901053,-1.273530403092808,-1.1799391105244794,0.012065315228767217,-0.6914869314800083,-0.444283653126392,-0.043651349120144206,-0.2505802294120395,-0.2991018701917077,1.2346053029394994,-0.5905374406668012,-1.7187565283659711,1.8968276440612017,0.5944011358487034,-0.1927668498341888,0.9193784021983467,-0.5258823346911139,0.48968316424125174,0.5015517908954531,-0.5417180111047035,-0.6061035084343372,-0.9374384049612846,-1.5479041856512157,-0.4849843617802211,0.9159267492387836,-0.9611463315230796,-0.9395571804084433,-1.3540804477750708,-1.1799150472753481,-1.9490796710741038,-1.1580459873792566,-1.0140777364716103,-0.49569907022979437,-0.2957618559680782,-0.16667467083438645,0.4541650175689608,0.29613193731800225,-0.6061035084343372,0.7244168486060463,-0.20991991054151535,0.3635620991290234,0.03231608007490191,0.4198193515599687,0.520156666070062
672,0.5819432381436106,0.3994408351633751,0.14850045207207072,-0.08090994891540805,-0.018110120178933594,1.003556591606099,0.7622379207164007,1.849001462699476,0.2800158102250234,0.46906435859594686,0.1483320520463454,0.27260002997842614,1.794750904515199,1.3032125399187096,-0.3329483678819318,-0.744068065329843,-0.3522834732684592,1.556087261303161,1.91337636762023,-0.566352387941633,0.6766470752103142,1.5772197124405458,1.4873489003049836,-0.43100457110477125,-0.7892916682529842,0.5602965820140947,1.1298714878608738,0.35047481078241943,0.3095803702429282,1.5566494611296826,0.606452753307693,-0.2922938300605042,-0.6301794240835948,-0.02018831423342451,-0.49752837327632116,-0.8821011310421663,0.324797764534326,-0.2431191398306269,-0.07890361876297285,0.35018960309882224,-0.27500317369393074,0.06005316752163512,1.5590577838335768,-1.0499030302400651,-1.8516909809837765,1.6390285037039456,0.5374636343885287,-0.0932139881743919,0.42588657775504746,-0.3147699463046678,0.20985627035296558,1.4299953989386234,-0.7090842116368147,-0.959467310283747,-0.0031102325424201016,-1.3686527018639447,-0.5548845253778176,0.5958159987376392,-1.6430919164507836,-1.0750245183357485,-1.2489551377226498,-0.7911170950361536,-1.3678618928087982,-1.5778046175310942,-0.7231056853019916,-0.1928357338447479,-0.4132124165554925,-0.43417704587514655,1.347344734256727,1.4467453948933595,-0.959467310283747,0.8805566384159407,0.14257094564733488,0.8388179971582592,0.1668768175812117,1.2602089876146576,-0.048550874557138655
673,0.23128524365878123,0.0771494963337708,-0.5868918946589384,-0.8012461478666005,-0.6780183516013631,0.08671962642220403,0.5500457663230975,1.5095580270792,-0.20361111998055348,-0.021525911371442948,-0.019857831967931772,-0.2811773924090872,0.8164345049971867,0.11232391700861209,-1.2542353991861515,-1.015339869031948,-0.8606742246670993,1.151606276557486,1.0754534209091444,-1.1152987093307116,0.5621871235654745,1.0435096644078317,0.9228702520101513,-0.8385336084475625,-1.0366927953467575,-0.08636594801351223,0.3810987872483509,-0.5043571108016651,-0.21953365399327376,0.7020320331219835,-0.16771909802397822,-0.844467527891382,-0.8330161791658212,-1.2800434794846012,-1.1883738246381637,-1.5290245847956905,-0.3983760148120879,-0.9954600894967389,-0.9259751677860162,-0.4414984594311061,-0.7448290676794791,-0.3141127815281467,1.1511148037448837,-0.6884776677044611,-1.9181001924839327,1.9619178508837931,0.7391216566231024,-0.13590582918362243,0.5221576677274651,-0.3901429164342835,0.3636805989436207,1.648570676197384,-0.6123276994755942,-0.6735518656509255,-0.8178844535659416,-1.9270846908618577,-0.48256205146742487,1.0470127837244263,-1.1476540219097413,-1.1392696414072683,-1.1022689392848326,-0.49250145141998264,-1.336175097672937,-1.2490766701017963,-0.6158387498583477,0.09220650002290631,0.04288936645090627,0.12726205175592653,1.1996391136306228,1.4266111068428335,-0.6735518656509255,0.7100590000389491,-0.3827523607023947,0.5688997440347012,1.169556405199754,1.0679146300052405,0.3928982588011227
674,0.22187598772989967,0.19233518678695233,0.8469363568212107,-0.5764279577727295,-0.3281332293519246,0.30027403060532754,0.9546527858817525,1.6866549624803382,0.1478996972040274,0.11132691928559399,0.14750812041763553,0.2673183749211449,1.5552966370071557,0.7794835779534685,-0.9003512485346071,-0.8756990577748333,-0.6403068350534136,1.665056379129408,1.4547751760411947,-0.8366279791951458,0.37877086376015157,1.7463721050892154,1.6162774582841446,-0.7283016778161685,-0.8927793014343233,0.3268149239090929,1.0161066566391532,-0.2845318183690364,0.04604830052476261,1.0908734500292472,0.40862234365271766,-0.6174143876773254,-0.7870032423900525,-0.9632924079963681,-1.030340411638221,-1.018814929142656,-0.07099257428138,-0.6436549236078382,-0.8877566830005715,-0.207472676643754,-0.35659687133871165,-0.36706493754570907,1.433229854409092,-0.7970567646622225,-1.9864907985511833,1.9438987321354948,0.7723778656189474,-0.1742353367240525,0.7505368288955363,-0.3947089265379689,0.41634560631974404,0.8069648102635075,-0.2956842121120073,-1.3639468699617836,-0.7617115461789,-0.9721294491504626,-0.7197462235804255,1.2058130927898099,-1.070589037921285,-1.0333414819068587,-0.6937934676937022,-0.7063502647446875,-1.34646340796532,-1.4112483986588802,-0.16738254590623786,-0.8510876039631179,-0.17642057383776957,-0.28271514471386955,1.8527400946495352,1.7802488406950758,-1.3639468699617836,0.7629021601266407,0.40637410343405284,0.9332614858208416,0.8632540908368272,1.0062712128124536,0.5498775969455377
675,0.39859992315900217,0.6739923193063122,2.0007140456017796,1.8721877152818225,1.6316139771457172,-0.4314817380719038,0.1245825267943564,0.13361531454220935,0.7167631205259537,0.18620133713532963,0.8735155913819594,0.7100769297359529,2.2970849135047557,-0.02347393108654471,1.6421872445871841,1.5447148427244355,1.473503010612962,2.204033848449239,-0.12979829511227003,0.6167086977346813,0.20553285725016257,-0.1441092917359874,-0.07783141400449843,1.8899596575749078,1.5060750891331955,1.4573542657245118,0.970529129396579,1.3670303416656853,2.0814275010549923,-0.04616987957740494,0.7797703830614411,1.30565693054905,-0.6868723768080693,0.31235791636594007,-0.4280880420044361,0.224555516506916,-0.4150670242713992,1.0585186355316225,0.447855006876808,0.4297748261601932,-0.4086264266460386,-0.169586534020549,-0.9568503207723252,1.3127121504806627,0.5444462586981089,0.3600694869690713,0.13793059181314127,0.8248687831508293,0.3711529153838902,2.5570106473280365,-0.33402388566038815,-0.3133934957119695,0.5668397321506947,-0.6970972869444825,0.12408036592609473,0.2368731570159025,-0.8448478536148776,-0.1841521058030031,0.7101417021701262,0.023811581357389578,-0.6084984238784258,0.3654421309029887,0.16718907949550377,0.49989065095381935,-1.3646427873218778,-0.4129323865384283,0.7290588236895661,-0.18992388987089567,-1.0838354150887763,-1.19861373874553,-0.6970972869444825,-0.975497018956252,1.2795963143355862,-0.9964050469448098,-1.061549463428283,-1.2756553458129083,1.8927927289375945
676,0.35966736097887775,0.5449466736058891,2.0066598087698315,1.9106237708513414,1.6011773765300081,-0.48302846211836686,0.06913962673459177,0.1434148465739324,0.7785480757873084,0.26721700745728805,0.984532479583111,0.7282480112233168,2.042323853560719,-0.04959032390171382,1.978386689935613,1.7560914853062535,1.4943656177755866,2.4031585929143886,0.06233012495234862,0.7454016502334245,0.23908287360859576,0.005176476255692143,-0.04047762619927806,1.7559652355707465,1.4908738167256703,1.4465126920332947,1.044452837607192,1.3764933116140718,2.375027023634178,0.09321926056563282,0.8495374554061466,1.223600776192115,-0.6845597818645761,0.41866308906444744,-0.4731130451015693,0.24059875526244173,-0.3171870820606423,0.8439141075978839,0.3878818929369643,0.4411510852224198,-0.383046356302493,0.045238846334892356,-0.8460519650147102,1.4392741531418631,0.7026879951497139,0.5386504875220374,0.1019359376500471,1.0273229375877297,0.5472665563159433,2.926478881264441,-0.3205032041215055,-0.30877846314355706,0.9931083890839488,-0.21945964568087198,0.35335078399643977,-0.08838252183694116,-0.7849290681028686,-0.06405585753165878,0.739329914976018,0.28840420090284047,-0.2823941746723478,1.229846882088241,0.1435792025767183,0.8859010131238678,-1.2896164365304417,0.3057005368823828,1.0035301942396067,0.20793842245304175,-1.0104919805265902,-1.0599856755257349,-0.21945964568087198,-0.9028392513516994,1.4468234606733694,-0.9805828857714065,-1.043979068365123,-1.170865186572373,2.128598322725684
677,0.3671988909609033,0.4997694733966754,1.9420671482388372,1.699627959500562,1.6437005983882143,-0.36065545188784687,-0.03746130554923207,0.09220333831630075,0.9646000763512252,0.2957841160789198,0.7823664770563533,0.7953979969495435,2.0417179206300022,-0.10461389962320886,1.681016375851393,1.7780235240523223,1.331944277697909,2.300397397335364,-0.05664172234452031,0.7103954514609625,0.2505514193232781,-0.25007799416738036,-0.32212037556141443,1.6999370861807646,1.499192237538033,1.3637211388034174,0.8849476940388428,1.172392992550242,2.0663378953227616,-0.12244885625792323,0.6504813576919526,1.0534710434660193,-0.7150672687458575,0.4469817900204054,-0.475481516565533,0.17149677331140364,-0.43865408558047364,0.6945173468909429,0.304642338222418,0.42990613605089867,-0.39506482940673565,-0.045888672386567284,-0.8843227034324453,1.704773883592546,0.4250562799290032,1.8262816109397728,0.09193015461366835,1.0191013944662806,0.4977454770693358,3.0147953125119193,-0.297325353361046,0.04946287929744731,1.5035343816944882,-0.054880031034195954,0.2831023538161043,0.06716597981823512,-0.8367097602271747,0.6077530760368368,1.1683800557193262,0.8739208265163673,-0.4890032648597833,0.7097495709116264,0.04521185740944996,0.9816426215185144,-0.39577318354589386,-0.0746392602612883,0.7951552490062063,0.04539978659493919,-0.946074520532667,-1.1849085176484468,-0.054880031034195954,-0.8997042605704982,1.6042339158379775,-0.9620723328247849,-1.111917868193229,-1.2254392004044874,1.9543280676113715
678,0.15574824735241105,0.1967221144881598,1.1917992510049946,1.1650614040888057,1.0058684627935253,0.03280936447912091,0.016862374512210506,0.4500082908434666,0.19545167592660748,-0.21309284724409375,0.4047364087300563,0.5711609885144832,1.4692132699007248,-0.012259060929052299,1.0041712779659258,0.9039332701565501,0.8625651939928127,1.8468096548993067,0.9451200139690908,-0.06716358378909695,0.0552412584771311,-0.2911071022992985,-0.16217258449095506,0.537964375573676,0.7190405471622359,1.1227152263070175,0.9237703772492116,0.7757867121198919,1.4057953228659195,-0.09678473201427373,0.30451952009316796,0.8112358349076575,-0.7844615413710273,0.21305263854719908,-0.3479760090507877,-0.22100658290265845,-0.3554637106929586,0.25393398111786947,0.11472768725756459,0.21379477179914957,-0.7262392253548408,-0.44665385450563094,-0.20841510429912227,0.6604502808856977,-0.16551678937361053,-0.11623707186752254,0.5491664121945959,0.8094375116087319,-0.09076237653393386,1.3270672128202847,-0.3913300629278129,-0.36572741486363025,0.27972877143321234,-0.598695520010981,0.06639117546666322,0.3080639264373359,-0.8353010781803618,-0.3933066439698294,0.486762005154047,-0.10972683398848669,-0.4036352017102601,0.7666914734770791,-0.008139590210417326,0.8784891391669386,-1.382197652518879,-0.09860737597045058,0.7190919543576034,-0.5742266886221855,-0.5930032586693544,-1.0570838635737538,-0.598695520010981,-0.7436595200317345,0.9977842129367438,-0.937916389597681,-0.8332674302822932,-1.0122187361683554,1.9203385782109001
679,0.16392028868188155,0.2892050423959131,1.4545534054241358,1.0746453215568001,1.3031889761678366,0.13538290584331614,0.18507564257114012,0.4808756996526314,0.23758425836876002,-0.13958020324612072,0.4811695042517101,0.8452951754036042,1.6913822744558735,0.2306759082495468,1.280675596804805,1.1648237185998376,1.0475436847123933,2.2827479922844955,1.2737865309072252,0.17319272606063227,0.1221956239051636,-0.013882178737038947,0.06829387833815048,0.4613908764724218,0.7434378941236991,1.2738900224660976,1.2418361507428306,1.0306610048439115,1.6995879741156745,-0.029818553386624307,0.5261451790635733,0.9789447470826879,-0.7282299244851214,0.3523204173377638,-0.3101529376137643,0.03353470193348687,-0.256683351236126,0.2100658038610819,0.3313805623577591,0.3462375912879182,-0.2608182201363406,-0.28631216586277153,-0.08972939682179755,0.8762038623048047,-0.029253354704050577,0.6459133424694476,0.620981530876451,0.9733134871903893,-0.028842600030154333,1.9868367901813666,-0.3745773406269374,-0.33034406608738354,0.8757937399609022,-0.5681882252140198,-0.17788846013070317,0.14757990647788016,-0.6954779031041196,-0.03262907888048779,0.7947635500208003,0.08697124590131808,0.008846140550536813,1.0275366297960469,0.02821845225829333,1.154667915709042,-0.5933703203345863,0.37571564341953423,0.8836245513430938,0.05570017835582205,-0.2670392286393318,-0.9064446441473285,-0.5681882252140198,-0.8682804767921354,1.2643436531281016,-0.8690162273358305,-0.8577419292012078,-1.012541286889247,2.293567631905564
680,0.22326209528941002,0.25275867173337646,1.3887683872475611,1.3264152957159052,1.45494292461221,0.18167875455536417,0.21909109574114077,0.5326612549866518,0.08137482718546409,0.03306282830969726,0.4802044045174888,1.3692884887230579,1.8931737604882795,0.18998699795925944,1.223419255713536,1.1483931689033964,1.1426427782390827,2.2002992403858745,1.2959706593215012,0.1481420535097249,0.12458723333928712,0.006476214489935496,-0.03987830082275885,0.5855947758043085,0.7574246514025784,1.317281959179657,1.1634259068154118,0.9084000858721482,1.694747833784062,0.05421167191779463,1.034376003397989,0.8313948462814795,-0.7253030257275236,0.3694608851211443,-0.20946104543900226,0.12197589518565632,-0.3081829195447362,0.5867684555858558,0.2576216075562722,0.35884896019855783,-0.09138665904660262,-0.07348538264331085,-0.02879490148086578,0.7722847690434282,-0.29278858567733174,0.4797352115586926,0.5311870788175207,0.9126220022312805,-0.19959422919786923,1.8646935010725303,-0.37979028103597035,0.02093126876271023,1.1348390409144196,-0.27004351343057265,-0.22889109516496445,-0.11657035325601665,-0.8559992867662706,0.23066265337629813,0.5665831416190866,0.32832045067558785,-0.35823439125403167,1.2096076771938347,-0.2962441028765905,0.7610698595049115,-0.46696381565887085,-0.8466933182924221,0.6280924114245808,-0.16984899715410331,-0.5741232760202722,-1.089311060321475,-0.27004351343057265,-0.9340557463799649,1.0140495034539148,-0.9387536064858558,-0.9230248168231135,-0.9881575338675735,2.0110759023188938
